gen_year,url
null,https://rahmatm.samik-ibrahim.vlsm.org/
2007,https://heliosky.com
2007,https://ferdidolot.wordpress.com
2007,https://enricobudianto.wordpress.com
2007,https://farisfar.wordpress.com
null,https://annisaaurelia.wordpress.com/
null,http://fairuzi10.github.io/
2017,https://random-lulz-things.blogspot.com
2010,https://pahlevi91.wordpress.com/
2011,https://blog.rakina.fyi/about/ 
2011,https://felikjunvianto.wordpress.com/about/
